"Taxpayer.Number","Taxpayer.Name","Taxpayer.Address","Taxpayer.City","Taxpayer.State","Taxpayer.Zip","Taxpayer.County","Location.Number","Location.Name","Location.Address","Location.City","Location.State","Location.Zip","Location.County","Inside.Outside.City.Limits","TABC.Permit.Number","Responsibility.Begin.Date","Responsibility.End.Date","Obligation.End.Date","Liquor.Receipts","Wine.Receipts","Beer.Receipts","Cover.Charge.Receipts","Total.Receipts"
32005803690,"DELI MAN INC.","449 W BETHEL RD","COPPELL","TX",75019,57,1,"DELIMANS GRILL","605 N DENTON TAP RD","COPPELL","TX",75019,57,"Y","RM667369","09/02/2009","","01/31/2008",733,192,1268,0,2193
32051022229,"SHARK TANK LOUNGE LLC","123 W QUEEN ISABELLA","PORT ISABEL","TX",78578,31,1,"SHARK TANK LOUNGE","123 W QUEEN ISABELLA","PORT ISABEL","TX",78578,31,"Y","MB846785","07/24/2013","","08/31/2019",8176,119,12615,0,20910
32073123757,"WALKER HOSPITALITY LLC","PO BOX 1060","KEMAH","TX",77565,84,1,"PROHIBITION 52","609 BRADFORD AVE STE 203","KEMAH","TX",77565,84,"Y","MB1085512","04/03/2020","09/01/2022","10/31/2021",2545,250,2215,0,5010
12617485813,"JON LINDSAY MGMT CO, LLC","3600 SHIRE BLVD STE 112","RICHARDSON","TX",75082,57,1,"YE SHIRE TAVERN","3600 SHIRE BLVD","RICHARDSON","TX",75082,43,"Y","RM691448","04/29/2008","10/06/2022","05/31/2014",13119,6187,5443,0,24749
32044353707,"THE ORIGINAL TEXAS LEGEND DISTILLERY LLC","PO BOX 287","WINNIE","TX",77665,36,1,"THE ORIGINAL TEXAS LEGEND DISTILLERY LLC","1501 SIMMONS DR","ORANGE","TX",77630,181,"Y","D 104883092","08/16/2022","","04/30/2019",0,0,0,0,0
32006150588,"WATTANA YOUNG TOORNBURG","PO BOX 1877","ABILENE","TX",79604,221,2,"TOUCH OF CLASS","3903 S 1ST ST","ABILENE","TX",79605,221,"Y","MB237350","12/01/1993","10/02/2013","09/30/2009",2510,154,2266,0,4930
12001777536,"COOL EAGLERAYS INC.","3402 CENTURY CIR","IRVING","TX",75062,57,1,"THE BLUE FISH","3519 GREENVILLE AVE","DALLAS","TX",75206,57,"Y","MB725998","07/06/2009","02/27/2019","02/28/2011",19477,13098,9667,0,42242
32034390891,"M&S GROUP, INC.","2021 E YANDELL DR","EL PASO","TX",79903,71,9,"WING DADDY'S SAUCE HOUSE","6430 BANDERA RD STE 100","LEON VALLEY","TX",78238,15,"Y","MB877960","07/14/2014","","03/31/2020",14198,56,14130,0,28384
32044311952,"TEST BAR GROUP, LLC","1307 CRESTWOOD RD","AUSTIN","TX",78722,227,1,"LOW DOWN LOUNGE","1412 E 6TH ST","AUSTIN","TX",78702,227,"Y","MB780404","07/21/2011","","06/30/2023",38699,118,14923,0,53740
17560509931,"AMERICAN LEGION POST #283","PO BOX 32","BONHAM","TX",75418,74,4,"AMERICAN LEGION POST #283","1525 W SAM RAYBURN DR","BONHAM","TX",75418,74,"Y","NE433369","07/01/1998","","04/30/2012",7469,23,12001,0,19493
17603884630,"TONG'S HAPPY BUDDHA, INC.","2827 61ST ST","GALVESTON","TX",77551,84,1,"HAPPY BUDDHA","2827 61ST ST","GALVESTON","TX",77551,84,"Y","MB235983","12/01/1993","","05/31/2015",3491,315,1356,0,5162
12054048884,"K PARTNERS LAREDO LICENSE LLC","PO BOX 781309","SAN ANTONIO","TX",78278,15,2,"COURTYARD","11605 STATE HIGHWAY 151","SAN ANTONIO","TX",78251,15,"Y","MB653575","03/07/2007","04/01/2015","08/31/2014",17566,2732,11178,0,31476
17425277013,"THE COUNTY LINE ON THE HILL, INC.","512 E RIVERSIDE DR STE 200","AUSTIN","TX",78704,227,1,"THE COUNTY LINE ON THE HILL, INC.","6500 BEE CAVES RD","AUSTIN","TX",78746,227,"N","MB206770","12/01/1993","","08/31/2016",10182,3146,11104,0,24432
12717271071,"PARIS BAR, INC.","11826 OCEAN SPGS","SAN ANTONIO","TX",78249,15,3,"THE PARK SPORTS BAR","6565 BABCOCK RD STE 9&10","SAN ANTONIO","TX",78249,15,"Y","MB749341","06/02/2010","03/27/2015","06/30/2010",7200,300,8700,0,16200
32041932206,"PROMOTORA ALAMO, L.L.C.","13719 W INTERSTATE 10","SAN ANTONIO","TX",78249,15,1,"TACO PALENQUE","1002 NE LOOP 410","SAN ANTONIO","TX",78209,15,"Y","MB102697915","02/10/2011","10/17/2017","02/28/2011",314,0,471,0,785
32037867507,"ARNULFO M LOZANO & ROSA M LOZANO","221 W 4TH ST","TAYLOR","TX",76574,246,2,"EL CORRAL LOZANO","300 W 2ND ST","TAYLOR","TX",76574,246,"Y","RM736198","11/06/2009","","08/31/2022",2999,0,1200,0,4199
32034591159,"BIG EYE SUSHI, INC.","208 DORSETT CT","IRVING","TX",75063,57,1,"BIG EYE SUSHI","2704 CROSS TIMBERS RD STE 118","FLOWER MOUND","TX",75028,61,"Y","RM698678","07/23/2008","07/01/2009","05/31/2009",188,108,197,0,493
32062256147,"D DIAMONDS D HOLDINGS NON PROFIT CORP","11516 MEREDITH DR","BELTON","TX",76513,14,1,"FIRESIDE STREET PIZZA","10310 FM 439","BELTON","TX",76513,14,"N","NB989856","08/01/2017","","09/30/2020",0,2949,17191,0,20140
32014877040,"PHOENIX PARAGON MGMT., LLC","13930 TRINITY BLVD","EULESS","TX",76040,220,1,"ROB'S BILLIARDS & SPORTS BAR","13930 TRINITY BLVD","EULESS","TX",76040,220,"Y","MB566374","10/15/2004","","11/30/2014",23439,68,15962,0,39469
32050396202,"LEXINGTON UNION, LLC","2500 SUMMER ST BLDG 3-369","HOUSTON","TX",77007,101,1,"THE ASTORIAN","2500 SUMMER ST BLDG 3-369","HOUSTON","TX",77007,101,"Y","MB906886","05/06/2015","","06/30/2020",840,920,0,0,1760
32044176785,"SBG PRIVATE CLUB, INC.","3700 BLUFF OAK ST","NACOGDOCHES","TX",75964,174,1,"SOMBRERO'S BAR AND GRILL","1123 HURST ST STE B","CENTER","TX",75935,210,"Y","N 793236","12/22/2011","01/15/2020","06/30/2015",4440,0,3634,0,8074
17426162909,"CABANA BEVERAGES, INC.","1077 CENTRAL PKWY S STE 600","SAN ANTONIO","TX",78232,15,103,"CABANA BEVERAGES INC","10325 NORTH FWY","HOUSTON","TX",77037,101,"Y","MB449458","04/08/1999","","12/31/2018",2002,0,526,0,2528
12633195511,"LOS GEMELOS INCORPORATED","4606 TAMARON PARK","SAN ANTONIO","TX",78253,15,1,"COPA ULTRA LOUNGE","4429 WALZEM RD","SAN ANTONIO","TX",78218,15,"Y","MB706748","10/27/2008","10/31/2015","08/31/2012",1612,0,953,0,2565
32072290425,"NEW CASA RESTAURANT GROUP, LLC","24007 FOG CYN","SAN ANTONIO","TX",78258,15,1,"MAMACITA'S FREDERICKSBURG","506 E MAIN ST","FREDERICKSBURG","TX",78624,86,"Y","MB1083154","03/06/2020","","11/30/2021",51358,814,11976,0,64148
32070640027,"ROCHA & SONS, LLC","8106 NIGHT BLUFF DR","SAN ANTONIO","TX",78255,15,1,"ROCHA'S BAR & GRILL","6501 ARENA STE 101A","LAREDO","TX",78041,240,"Y","MB106323507","08/05/2019","","10/31/2022",52757,5375,18195,0,76327
17605550650,"FGT ENTERPRISES, INC.","4604 SEAWALL BLVD","GALVESTON","TX",77551,84,2,"SALSAS SEASIDE CAFE","4604 SEAWALL BLVD","GALVESTON","TX",77551,84,"Y","MB433371","03/01/2002","","05/31/2014",70685,1581,15974,0,88240
17430068738,"RESTAURANTE MEXICANO GRILLE, INC.","1704 SW H K DODGEN LOOP","TEMPLE","TX",76504,14,1,"TAQUERIA MEXICANO GRILLE #2","1704 SW H K DODGEN LOOP","TEMPLE","TX",76504,14,"Y","RM570321","12/15/2004","12/10/2009","08/31/2008",5615,0,4611,0,10226
12082013371,"KOBE WOODLAND, LLC","433 SAWDUST RD","SPRING","TX",77380,170,1,"KOBE JAPANESE GRILL & SUSHI","433 SAWDUST RD","SPRING","TX",77380,170,"Y","MB657879","04/23/2007","","09/30/2013",2646,3248,2714,0,8608
32000417132,"SCOOTERS","1401 NORTHWEST HWY STE 121","GARLAND","TX",75041,57,1,"SCOOTERS","1401 NORTHWEST HWY STE 121","GARLAND","TX",75041,57,"Y","N 425360","01/14/1998","","04/30/2021",38819,3,12351,0,51173
17606505034,"UNCLES ACQUISITION CORP.","PO BOX 22225","HOUSTON","TX",77227,101,2,"LOS TIOS MEXICAN RESTAURANT","4840 BEECHNUT ST","HOUSTON","TX",77096,101,"Y","MB480738","10/01/2000","","01/31/2018",50454,2304,7464,0,60222
12047369579,"TEXAS APASEO ENTERPRISES, INC","8130 FM 1960 RD E","ATASCOCITA","TX",77346,101,1,"APASEO MEXICAN RESTAURANT #2","8130 FM 1960 RD E","HUMBLE","TX",77346,101,"Y","MB638002","08/30/2006","01/14/2009","11/30/2007",1112,3,307,0,1422
17519330587,"CHILI'S BEVERAGE COMPANY, INC.","3000 OLYMPUS BLVD C/O TAX DEPARTMENT","COPPELL","TX",75019,57,368,"CHILI'S GRILL & BAR #1123","1212 US HIGHWAY 259 N","KILGORE","TX",75662,92,"Y","RM877623","07/09/2014","","09/30/2016",13449,1138,9951,0,24538
32060586586,"RED RIVER CANTINA, INC.","1911 E MAIN ST","LEAGUE CITY","TX",77573,84,1,"RED RIVER CANTINA","1911 E MAIN ST","LEAGUE CITY","TX",77573,84,"Y","MB105696891","05/22/2018","","10/31/2019",47964,2790,11026,0,61780
32044002411,"CK-ROSE LLC","4900 SILVER RANCH AVE","EL PASO","TX",79934,71,2,"THE DISTRICT PUB & KITCHEN","601 N PIEDRAS ST","EL PASO","TX",79903,71,"Y","MB775055","08/01/2017","","05/31/2018",46418,0,35712,0,82130
32015764510,"STACEY B. JONES, L.C.","2113 KERMIT HWY","ODESSA","TX",79761,68,1,"BASIN NIGHTS","2113 KERMIT HWY","ODESSA","TX",79761,68,"Y","MB569074","12/01/2004","","03/31/2019",40289,0,23675,0,63964
17426907956,"E & I ENTERPRISES, INC.","9510 TIOGA DR STE 102","SAN ANTONIO","TX",78230,15,1,"ALL STARS","9440 IH 10 W","SAN ANTONIO","TX",78230,15,"Y","MB243193","01/26/1994","","09/30/2010",73348,4704,55124,0,133176
12057184488,"CHUY'S OPCO, INC.","1623 TOOMEY RD","AUSTIN","TX",78704,227,26,"CHUY'S","4805 S LOOP 289 STE 300","LUBBOCK","TX",79424,152,"Y","MB103277045","02/04/2014","","02/28/2014",0,0,0,0,0
17429917838,"MON'S THAI CUISINE, LLC","4901 BROADWAY STE 110","ALAMO HEIGHTS","TX",78209,15,5,"SPICE ASIAN BISTRO","434 N LOOP 1604 W # 2101","SAN ANTONIO","TX",78232,15,"Y","MB633721","07/17/2006","10/21/2011","01/31/2009",0,1485,860,0,2345
13523058736,"20 GRAND LLC","40 CYPRESS CREEK PKWY # 236","HOUSTON","TX",77090,101,1,"20 GRAND","14700 KUYKENDAHL RD","HOUSTON","TX",77090,101,"N","MB677623","11/28/2007","05/16/2011","12/31/2009",21054,682,5751,0,27487
32017621387,"CARRIZAL BROTHERS, INC.","1617 SOTOGRANDE BLVD","HURST","TX",76053,220,1,"BREWSKI'S","1617 SOTOGRANDE BLVD","HURST","TX",76053,220,"Y","MB637544","08/25/2006","08/24/2023","01/31/2019",4131,0,5781,0,9912
17416133332,"S HOUSTON POST 490 INC AMERICAN LEGION","PO BOX 1186","FRIENDSWOOD","TX",77549,84,1,"S HOUSTON POST 490 INC THE AMERICAN LEGION","11702 GALVESTON RD","HOUSTON","TX",77034,101,"Y","NE087054","12/01/1993","","06/30/2021",4850,573,8831,0,14254
32001524563,"ANDY'S PRIVATE CLUB","122 N LOCUST ST","DENTON","TX",76201,61,1,"ANDY'S PRIVATE CLUB","122 N LOCUST ST STE B","DENTON","TX",76201,61,"Y","N 448293","04/09/1999","04/08/2015","07/31/2011",21735,0,12344,0,34079
32085947623,"OAKS 46 LLC","132 COMAL PEAK","BULVERDE","TX",78163,46,1,"OAKS 46","15000 STATE HIGHWAY 46 W","SPRING BRANCH","TX",78070,46,"N","MB200082267","01/30/2023","","07/31/2023",0,0,0,0,20267
32039028330,"SB SIZZLE, INC.","PO BOX 1319","VAN","TX",75790,234,1,"SMASHBURGER","3080 N EASTMAN RD STE 115","LONGVIEW","TX",75605,92,"Y","RM742865","02/26/2010","08/31/2014","04/30/2011",0,0,910,0,910
17428113884,"W. A. & J. CORP.","1601 E ALTON GLOOR BLVD","BROWNSVILLE","TX",78526,31,6,"LOTUS INN","1120 N 10TH ST","MCALLEN","TX",78501,108,"Y","MB866576","03/17/2014","","11/30/2020",186,58,129,0,373
12037216863,"HEAVYWEIGHTS SPORTS BAR & GRILL, L.L.C.","3510 E ADAMS AVE","ALTON","TX",78573,108,1,"HEAVYWEIGHTS SPORTS BAR & GRILL","306 E MAIN AVE","ALTON","TX",78573,108,"Y","MB707993","11/13/2008","11/16/2011","04/30/2009",970,35,2168,0,3173
32018776305,"CAFE ALI BABA EXPRESS, INC.","2103 N CENTRAL EXPY","RICHARDSON","TX",75080,57,2,"ALI BABA MEDITERRANEAN GRILL","2103 N CENTRAL EXPY","RICHARDSON","TX",75080,57,"Y","RM670447","09/04/2007","07/01/2021","05/31/2020",0,0,0,0,0
32038599612,"BRONCO INTERNATIONAL CORP","6110 ALAMEDA AVE","EL PASO","TX",79905,71,1,"BRONCOS","8750 GATEWAY BLVD E","EL PASO","TX",79907,71,"Y","MB715479","02/24/2009","05/22/2012","01/31/2010",67454,0,27230,0,94684
12009329678,"THREE FINS SEAFOOD GRILL PRIVATE CLUB INC.","2303 S INTERSTATE 35 E","DENTON","TX",76205,61,1,"THREE FINS SEAFOOD GRILL PRIVATE CLUB INC","2303 S INTERSTATE 35 E","DENTON","TX",76205,61,"Y","N 559619","07/07/2004","07/01/2015","10/31/2011",4455,1123,4007,0,9585
15421860246,"TRANSIEN, L.L.C.","10303 LOOKOUT LAKE CT","CYPRESS","TX",77433,101,1,"CRAZY CAJUN SEAFOOD & SPORTS","13280 NORTHWEST FWY STE H","HOUSTON","TX",77040,101,"Y","MB635359","08/04/2006","","12/31/2019",0,0,10370,0,10370
18105992236,"ROMAN DELIGHT OF G4, INC.","2951 MARINA BAY DR STE 130","LEAGUE CITY","TX",77573,84,1,"ROMAN DELIGHT PIZZA/NINFA EXPRESS/NINFAS RESTAURAN","5135 W ALABAMA ST STE 7300","HOUSTON","TX",77056,101,"Y","MB535585","05/12/2003","01/11/2022","07/31/2019",6115,295,1554,0,7964
17526589076,"TAZZ MAN, INC.","3610 FORT HUNT DR","ARLINGTON","TX",76016,220,2,"PEEP-N-TOM'S","2925 E ABRAM ST","ARLINGTON","TX",76010,220,"Y","MB415329","07/15/1997","08/31/2012","01/31/2010",48240,1050,18375,0,67665
17411493095,"V F W POST 9192 INC","PO BOX 902","KILLEEN","TX",76540,14,2,"VFW POST 9192 INC","301 WOLF STREET & AVENUE J","KILLEEN","TX",76541,14,"Y","NE066838","12/01/1993","","02/28/2009",4339,99,7499,0,11937
17405080577,"B P O E SEGUIN #1229","1331 C H MATTHIES JR","SEGUIN","TX",78155,94,2,"B P O E SEGUIN #1229","1331 C H MATTHIES JR","SEGUIN","TX",78155,94,"Y","NE069154","12/01/1993","","05/31/2011",215,52,1038,0,1305
17604854111,"SALTGRASS, INC.","1510 WEST LOOP S ATTN: TAX DEPT","HOUSTON","TX",77027,101,23,"SALTGRASS STEAK HOUSE #1","8943 KATY FWY","HOUSTON","TX",77024,101,"Y","MB532797","03/25/2003","","01/31/2020",27030,15287,8867,0,51184
12631243800,"RUCHI'S TAQUERIA EL RINCON DE MEXICO #10, LLC","3100 S GESSNER RD STE 335","HOUSTON","TX",77063,101,1,"RUCHI'S TAQUERIA EL RINCON DE MEXICO","5708 CHIMNEY ROCK RD","HOUSTON","TX",77081,101,"Y","MB605804","10/01/2008","06/03/2013","12/31/2012",1028,0,3153,0,4181
32054036044,"TINDOL RESTAURANT GROUP L.L.C.","8989 FM 150 W","DRIFTWOOD","TX",78619,105,1,"HAYS CITY STORE","8989 FM 150 W","DRIFTWOOD","TX",78619,105,"N","RM893944","12/30/2014","","04/30/2023",186062,12548,59200,0,257810
17519330587,"CHILI'S BEVERAGE COMPANY, INC.","3000 OLYMPUS BLVD C/O TAX DEPARTMENT","COPPELL","TX",75019,57,309,"CHILI'S GRILL & BAR","292 STRICKLAND DR","ORANGE","TX",77630,181,"Y","RM668101","08/10/2007","","01/31/2013",18042,776,12090,0,30908
32057315874,"CHARM KOREAN BBQ LIMITED LIABILITY COMPANY","1200 W HOWARD LN STE B","AUSTIN","TX",78753,227,1,"CHARM KOREAN BBQ","1200 W HOWARD LN STE B","AUSTIN","TX",78753,227,"Y","MB927437","11/19/2015","","01/31/2023",12814,203,2127,0,15144
32055668811,"BAR AXIS, LLC","4820 SAN BERNARDO AVE","LAREDO","TX",78041,240,1,"BAR AXIS","4820 SAN BERNARDO AVE","LAREDO","TX",78041,240,"Y","MB907941","05/15/2015","04/01/2020","01/31/2016",0,0,0,0,0
32053844752,"MYSTIQUE LOUNGE, LLC","9302 WESTACRE PL","HOUSTON","TX",77083,79,1,"MYSTIQUE LOUNGE","14625 BUFFALO SPEEDWAY","HOUSTON","TX",77045,101,"Y","MB882796","08/28/2014","04/20/2018","09/30/2014",0,0,0,0,0
32033591838,"SERRANOS CAFE AND CANTINA AT SOUTHPARK MEADOWS, LL","PO BOX 28767","AUSTIN","TX",78755,227,1,"SERRANOS CAFE AND CANTINA AT SOUTHPARK MEADOWS","9500 S INTERSTATE 35 STE D","AUSTIN","TX",78748,227,"Y","MB691309","04/28/2008","","10/31/2022",36187,646,7342,0,44175
32000439664,"LGUS, INC.","400 W NOLANA AVE STE O","MCALLEN","TX",78504,108,1,"LJ SHRIMP HOUSE","400 NOLANA ST STE O","MCALLEN","TX",78504,108,"Y","MB648828","01/11/2007","04/30/2011","02/28/2009",315,146,2307,0,2768
18305119358,"BIANCO'S CUCINA LLC","1240 AUSTIN HWY","SAN ANTONIO","TX",78209,15,2,"LOS AGAVES COCINA MEXICANA","7115 BLANCO RD STE 110","SAN ANTONIO","TX",78216,15,"Y","MB747900","05/10/2010","03/18/2013","08/31/2012",2234,415,722,0,3371
12050426274,"SANGRIA COLE, LLC","3100 MONTICELLO AVE STE 325","DALLAS","TX",75205,57,1,"KAI ASIAN BISTRO","4524 COLE AVE","DALLAS","TX",75205,57,"Y","MB646480","12/05/2006","11/01/2018","06/30/2017",0,0,0,0,0
16805035710,"SALVADOR HERRERA, INC.","3100 S GESSNER RD STE 320","HOUSTON","TX",77063,101,1,"LOS COMPADRES MEXICAN RESTAURANT","11 TOWN CTR","DAYTON","TX",77535,146,"Y","MB916084","08/03/2015","","06/30/2019",12160,71,6864,0,19095
17524167842,"JIMDON, INC.","1008 OLD JACKSBORO HWY","WICHITA FALLS","TX",76301,243,3,"FAST EDDY'S","1505 SOUTHWEST PKWY STE 101","WICHITA FALLS","TX",76302,243,"Y","MB527558","12/11/2002","","08/31/2008",17762,26,19570,0,37358
12615012841,"KNUCKLEBUSTER, LLC","3804 103RD ST","LUBBOCK","TX",79423,152,1,"THE ROWDY RAIDER","2401 MAIN ST","LUBBOCK","TX",79401,152,"Y","MB692230","05/09/2008","02/06/2012","01/31/2009",22588,0,9243,0,31831
32051381369,"BMR DALLAS DOWNTOWN INVESTMENTS, LLC","1128 SAVOY LN","SOUTHLAKE","TX",76092,220,1,"LAQUINTA INN & SUITES DALLAS DOWNTOWN","302 S HOUSTON ST","DALLAS","TX",75202,57,"Y","MB971393","02/02/2017","02/02/2023","07/31/2019",2962,0,0,0,2962
32048394871,"FLOUR MOUNTAIN, LLC","PO BOX 2015","DENTON","TX",76202,61,1,"MELLOW MUSHROOM","2450 CROSS TIMBERS RD STE 100","FLOWER MOUND","TX",75028,61,"Y","RM876501","06/28/2014","10/11/2017","04/30/2017",6656,2933,12396,0,21985
17430039911,"MPSB, INC.","520 SHILOH DR # 1B","LAREDO","TX",78045,240,3,"TKO SPORTS CAFE","520 SHILOH DR STE B","LAREDO","TX",78045,240,"Y","MB811087","06/19/2012","08/04/2021","06/30/2021",155408,231,82310,0,237949
32038313691,"ANDREA ELIZABETH BLAIR","325 KAETHER LN","ALVARADO","TX",76009,126,1,"WINE DOWN","124 S SCOTT ST","BURLESON","TX",76028,126,"Y","RM717263","03/16/2009","12/28/2011","05/31/2010",0,2482,45,0,2527
13000370430,"1859-BEVERAGE COMPANY","PO BOX 59","GALVESTON","TX",77553,84,2,"ERNIES BAR","320 BONHAM","SAN ANTONIO","TX",78205,15,"Y","MB516122","06/26/2002","01/26/2022","03/31/2011",4456,847,4777,0,10080
12026251087,"OLEANDER BEACH CLUB, INC.","PO BOX 2249","S PADRE ISLE","TX",78597,31,1,"THE LOOKOUT BAR AND REFUGE","7000 PADRE BLVD","SOUTH PADRE ISLAND","TX",78597,31,"Y","MB800484","05/14/2009","","03/31/2017",17872,611,7356,0,25839
17606803124,"LE MISTRAL, LTD.","PO BOX 550791","HOUSTON","TX",77255,101,1,"LE MISTRAL LTD","1400 ELDRIDGE PKWY","HOUSTON","TX",77077,101,"Y","MB506633","12/17/2001","12/31/2019","12/31/2011",12431,79001,1594,0,93026
15217653979,"CHARLES D. JAGELER POST NO. 42, THE AMERICAN LEGIO","PO BOX 1076","GATESVILLE","TX",76528,50,2,"AMERICAN LEGION POST 42","214 WATTS LN","GATESVILLE","TX",76528,50,"N","NE817507","08/21/2012","","12/31/2015",191,0,917,0,1108
17606489833,"LOZANO HOLDING COMPANY INC.","4562 US HIGHWAY 190 W","LIVINGSTON","TX",77351,187,2,"PUEBLO VIEJO MEXICAN RESTAURANT","4562 U S HIGHWAY 190 W","LIVINGSTON","TX",77351,187,"N","RM656434","03/02/2015","03/26/2015","08/31/2008",27107,463,5633,0,33203
32015359477,"J. M.DORADO MANAGEMENT CORPORATION","1112 W BERRY ST","FORT WORTH","TX",76110,220,1,"TORTILANDIA OYSTER BAR & SEAFOOD COMPANY","1112 W BERRY ST","FORT WORTH","TX",76110,220,"Y","MB445401","01/21/2005","","08/31/2010",2537,0,4457,0,6994
32052464545,"418E6 3, LLC","311 W 5TH ST UNIT T2 ATTN: KIRK FRANCESC","AUSTIN","TX",78701,227,1,"THE VULCAN","418 E 6TH ST","AUSTIN","TX",78701,227,"Y","MB864907","02/26/2014","","02/28/2015",47392,1017,14663,0,63072
32039738342,"TORO BURGER BAR MONTANA, LLC","4172 N MESA ST STE C","EL PASO","TX",79902,71,2,"BLOCK TABLE & TAP","4172 N MESA ST STE C","EL PASO","TX",79902,71,"Y","MB730874","05/15/2013","","09/30/2019",13922,7557,7404,0,28883
32034709918,"URBAN TACO MCKINNEY AVENUE, L.L.C.","3411 MCKINNEY AVE","DALLAS","TX",75204,57,1,"URBAN TACO","3411 MCKINNEY AVE","DALLAS","TX",75204,57,"Y","MB748639","05/20/2010","04/09/2018","07/31/2014",41354,3175,8395,0,52924
32061219583,"ILL MINSTER, LLC","1308 MARWOOD CT","ALLEN","TX",75013,43,1,"ILL MINSTER PUB","2600 CEDAR SPRINGS RD","DALLAS","TX",75201,57,"Y","MB964523","11/17/2016","11/17/2022","01/31/2021",51756,550,14950,0,67256
32000990336,"BOSTOCKS BILLIARDS AND BAR ASSOCIATION","1348 W WASHINGTON ST","STEPHENVILLE","TX",76401,72,1,"BOSTOCKS BILLIARDS AND BAR ASSOCIATION","1348 W WASHINGTON ST","STEPHENVILLE","TX",76401,72,"Y","N 433514","09/11/1998","","08/31/2007",16796,14,27980,0,44790
32063381555,"LONE STATE LARRIKINS, LLC","9747 WINDSONG DR","FRISCO","TX",75035,43,1,"THE AUSSIE GRIND","3930 PRESTON RD STE 120","FRISCO","TX",75034,43,"Y","RM1075061","12/06/2019","","01/31/2020",0,0,0,0,0
32041654214,"RED DOOR II GROUP LP","3100 ESPERANZA XING APT 6406","AUSTIN","TX",78758,227,1,"THE RED DOOR","2416 BRAZOS ST STE D","HOUSTON","TX",77006,101,"Y","MB533027","10/27/2010","10/31/2019","01/31/2016",76673,2566,12557,0,91796
32052395467,"MULLIGAN FOODS 3 LLC","PO BOX 243","ALLEN","TX",75013,43,1,"FUZZY'S TACO SHOP","241 E FM 1382 STE 317","CEDAR HILL","TX",75104,57,"Y","RM869629","04/16/2014","07/31/2022","03/31/2018",10704,68,5359,0,16131
12616080581,"DZILLAS, LLC","14493 S PADRE ISLAND DR STE A C/O PMB 45","CORPUS CHRISTI","TX",78418,178,1,"SCUTTLEBUTT'S SEAFOOD BAR AND GRILL","14254 S PADRE ISLAND DR STE 311","CORPUS CHRISTI","TX",78418,178,"Y","MB690826","04/23/2008","","04/30/2009",34986,644,25605,0,61235
19121685390,"HFH, INC.","10255 EAST FWY","HOUSTON","TX",77029,101,1,"CHICS CABARET","10255 EAST FWY","HOUSTON","TX",77029,101,"Y","MB482205","10/23/2000","","07/31/2022",2930,0,14043,1650,18623
32026930209,"ON THE BORDER -- GRAND PRAIRIE CLUB, INC.","6820 LYNDON B JOHNSON FWY ATTN: TAX","DALLAS","TX",75240,57,1,"ON THE BORDER MEXICAN GRILL & CANTINA","5244 S STATE HIGHWAY 360","GRAND PRAIRIE","TX",75052,220,"Y","N 667729","08/07/2007","06/30/2010","06/30/2009",19186,710,5312,0,25208
32056427415,"GARDNERJONES, LLC","PO BOX 1593","GREENVILLE","TX",75403,116,1,"THE ASHEN ROSE","2809 LEE ST","GREENVILLE","TX",75401,116,"Y","RM909065","05/27/2015","","07/31/2021",6485,472,13513,0,20470
32068754681,"HATCHWAYS BEVERAGE HOLDING COMPANY LLC","2346 VICTORY PARK LN","DALLAS","TX",75219,57,1,"HATCHWAYS","2346 VICTORY PARK LN","DALLAS","TX",75219,57,"Y","MB1055034","05/23/2019","","05/31/2022",0,0,0,0,0
32003317818,"BACKYARD INVESTMENTS, LTD.","9453 JONES RD","HOUSTON","TX",77065,101,1,"THE BACKYARD GRILL","9453 JONES RD","HOUSTON","TX",77065,101,"Y","MB495824","06/28/2001","","08/31/2014",8207,1762,1387,0,11356
32006819646,"BOBBY B MIMS","4863 COUNTY ROAD 2662","ROYSE CITY","TX",75189,116,1,"SUNSET CLUB","4906 E MAIN ST","GRAND PRAIRIE","TX",75050,57,"Y","MB577347","04/12/2005","04/11/2017","11/30/2012",1229,0,5462,0,6691
32056797015,"RAMMARDAN,LLC","PO BOX 962054","EL PASO","TX",79996,71,2,"B-2 BOMBERS OYSTER PUB","12801 EDGEMERE BLVD STE 114-115B","EL PASO","TX",79938,71,"Y","MB928713","09/20/2019","","12/31/2019",0,0,0,0,0
17424872467,"SCENIC LOOP RESTAURANT, INC.","6991 MAPLE ST C/O BRYAN BAETEN","FRISCO","TX",75033,43,1,"GREY MOSS INN","19010 SCENIC LOOP RD","GREY FOREST","TX",78023,15,"Y","MB198703","12/01/1993","03/20/2021","08/31/2018",1995,10915,777,0,13687
17603653696,"JOE'S CRAB SHACK - TEXAS, INC.","9900 WESTPARK DR STE 300","HOUSTON","TX",77063,101,24,"JOE'S CRAB SHACK","5025 S PADRE ISLAND DR","CORPUS CHRISTI","TX",78411,178,"Y","MB651048","02/09/2007","08/28/2013","04/30/2011",16807,969,10094,0,27870
12025902300,"DUTTON NINE FIFTEEN, LLC","6605 LOS ALTOS DR","EL PASO","TX",79912,71,1,"915","4025 N MESA ST","EL PASO","TX",79902,71,"Y","MB579548","05/31/2005","05/30/2013","10/31/2009",13943,0,18522,0,32465
